Title,Perusahaan,Kategori,Lokasi,Skills,Lat,Lon,Klasifikasi
Business Development,Odoo,Sales & Business Development,Tangerang,"Business Development & Partnerships, Sales Strategy & Management, Business Development, Communication Skills, Sales & Marketing",-6.1761924,106.6382161,NON-IPTEK
QA Manual & Automation (Banking Industry),SIGMATECH,QA & Testing,Jakarta,"Test Automation, Agile, APIs, Scrum",-6.1754049,106.827168,IPTEK
Senior Business Development (Influence ID),Playmakers,Sales & Business Development,Jakarta,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Business Analysis, Digital Marketing, Business Development, Communication Skills, Marketing, Marketing Communications, Sales & Marketing, Project Management",-6.1754049,106.827168,NON-IPTEK
IT Security Architecture - Banking Syariah Industry,SIGMATECH,Enterprise Software & Systems,Jakarta,"Infrastructure, Software Architecture, Information Security, Information Architecture, Security, Network Security, Cyber Security",-6.1754049,106.827168,IPTEK
Account Strategist (Influence ID),Playmakers,Project & Product Management,Jakarta,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Business Analysis, Digital Marketing, Business Development, Product Management, Communication Skills, Marketing, Marketing Communications, Sales & Marketing, Project Management",-6.1754049,106.827168,NON-IPTEK
Operator Live Streaming,Little Joy Indonesia,Sales & Business Development,Jakarta,"Social Media Marketing, Digital Marketing, Social Media, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
Trade Marketing Specialist,Little Joy Indonesia,Sales & Business Development,Jakarta,"Sales Strategy & Management, Sales, Sales Support, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
Linux System Administrator ,detik.com,IT Engineer,Jakarta,"Unix Shell Scripting, Linux System Administration, Linux, Unix",-6.1754049,106.827168,IPTEK
Web Application Developer,detik.com,Web Development,Jakarta,"HTML+CSS, MySQL, Javascript, Laravel, PHP, CSS, Django, Python, PostgreSQL, Object-oriented Programming (OOP), HTML, Symfony, APIs, CodeIgniter, MongoDB",-6.1754049,106.827168,IPTEK
Office Staff (No Experience Needed),Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Communication Skills, Communications, Microsoft Dynamics 365 for Finance and Operations",-6.1754049,106.827168,NON-IPTEK
Finance Associate (Accounts Receivable),Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Client Relations, Communication Skills, Communications, Microsoft Dynamics 365 for Finance and Operations",-6.1754049,106.827168,NON-IPTEK
Customer Support Officer,Farmacare,Customer Service,"Denpasar, Bali","Customer Experience, Customer Service, CRM, Customer Relationship Management, Communication Skills, Content Creation",-8.6524973,115.2191175,NON-IPTEK
SQL Database Engineer,Graha Karya Informasi,Enterprise Software & Systems,Jakarta,"MySQL, Databases, SQL Server, SQL",-6.1754049,106.827168,IPTEK
Tax Specialist,Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Financial Analysis, Financial Management",-6.1754049,106.827168,NON-IPTEK
Digital Strategic Specialist - Multifinance Industry,SIGMATECH,Project & Product Management,Jakarta,"Product Research, Product Strategy, Jira, Product Management, Digital Strategy",-6.1754049,106.827168,NON-IPTEK
Marketing Communication Laboratory Coordinator (Alam Sutera),Bina Nusantara Group,Project & Product Management,Tangerang,"Digital Marketing, Business Development, Communication Skills, Marketing Communications",-6.1761924,106.6382161,NON-IPTEK
Flutter Developer (3 Month Project) - Karawaci,SIGMATECH,Mobile Development,Tangerang,"Flutter, Kotlin, Databases, Software Architecture, Microsoft SQL Server, PHP, Information Architecture, SQL Server, RESTful Services, Django, Python, SQL, .NET, JSON, CodeIgniter, Mobile Development",-6.1761924,106.6382161,IPTEK
Sr. AI Engineer 2,Mekari,Data & Analytics,Jakarta,"LLM, Artificial Intelligence (AI), Communication Skills",-6.1754049,106.827168,IPTEK
Motion Designer Intern,Ematic Solutions,Graphic & Motion Design,Jakarta,"Adobe Illustrator, Adobe After Effects, Adobe Photoshop, Design",-6.1754049,106.827168,IPTEK
Backend Developer (Java Spring boot or Golang) - ASAP WFO Tangerang area for Banking Industries,SIGMATECH,Software Engineer,Tangerang,"Java, Golang, Software Engineering, Spring, Java J2EE",-6.1761924,106.6382161,IPTEK
Laravel Developer,Graha Karya Informasi,Mobile Development,Jakarta,"MySQL, Laravel, Microsoft SQL Server, PHP, SQL Server, RESTful Services, REST APIs, SQL, NoSQL, PostgreSQL, APIs",-6.1754049,106.827168,IPTEK
Product Owner (Insurance Industry),SIGMATECH,Project & Product Management,Jakarta,"Jira, Product Management, Scrum, Agile Project Management",-6.1754049,106.827168,NON-IPTEK
Software Developer (Golang/Java Springboot) - Can Join Immediately,SIGMATECH,Software Engineer,Tangerang,"Databases, Software Architecture, Amazon Web Services (AWS), Javascript, Architect, Information Architecture, Java, Golang, SQL, Software Engineering, Javascript Frameworks, NoSQL, Spring, Software Development, Google Cloud Platform (GCP)",-6.1761924,106.6382161,IPTEK
L1 & L2 Security Operation Center (SOC) SIEM,PT Metrocom Global Solusi,IT Engineer,Jakarta,"Information Security, Information Technology, Cyber Security",-6.1754049,106.827168,IPTEK
Project Manager (Infrasructure Technology),SIGMATECH,Project & Product Management,Tangerang,"Infrastructure, Network Security, Cloud Computing, Project Management",-6.1761924,106.6382161,NON-IPTEK
Account Strategist [Mediatics],Playmakers,Marketing & PR,Jakarta,"Marketing Strategy, Public Relations, Client Relations, Digital Marketing, Marketing, Marketing Communications, Project Management",-6.1754049,106.827168,NON-IPTEK
Client Relations [Mediatics],Playmakers,Sales & Business Development,Jakarta,"Business Development & Partnerships, Client Relations, Sales Strategy & Management, Digital Marketing, Business Development, Communication Skills, Marketing, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
Regional Sales Manager ,Little Joy Indonesia,Retail & Wholesale,Jakarta,"Marketing Strategy, Sales Strategy & Management, Sales, Digital Marketing, Sales Support, Marketing, Sales & Marketing, Project Management",-6.1754049,106.827168,NON-IPTEK
Business Intelligence Developer - Multifinance Industry,SIGMATECH,Data & Analytics,Jakarta,"Databases, PowerBI, Microsoft SQL Server, Data Visualization, SQL Server, Python, BigQuery, PostgreSQL, Business Intelligence, Tableau, Data Analysis",-6.1754049,106.827168,IPTEK
Sales Outreach (Remote),Deliveree On-Demand Logistics (Southeast Asia),Sales & Business Development,Surakarta,"Business Development & Partnerships, Business Development, Sales & Marketing",-7.5692489,110.828448,NON-IPTEK
React Native Developer,Gefami Services Indonesia,Mobile Development,Sunter,"Mobile Application Development, Front-end Development, Unit Testing",-6.1190347,106.8962414,IPTEK
OpenShift Engineer / DevOps Engineer,SIGMATECH,DevOps & Cloud Management,Jakarta,"Redhat, Amazon Web Services (AWS), Azure, DevOps, Grafana, Linux, Google Cloud Platform (GCP)",-6.1754049,106.827168,IPTEK
Data Analyst,PT Allo Bank Indonesia Tbk,Data & Analytics,Jakarta,"MySQL, Data Visualization, SQL Server, Business Intelligence, Data Analysis",-6.1754049,106.827168,IPTEK
Software Engineer - Backend,Mekari,Software Engineer,Jakarta,"Ruby on Rails (RoR), Ruby, Golang, Software Engineering",-6.1754049,106.827168,IPTEK
Software Engineer - Fullstack,Mekari,Software Engineer,Jakarta,"Backend Development, Golang, Software Engineering, Front-end Development, Vue.js",-6.1754049,106.827168,IPTEK
Senior Database Administrator,Mekari,DevOps & Cloud Management,Jakarta,"MySQL, Amazon Web Services (AWS), Alicloud, PostgreSQL",-6.1754049,106.827168,IPTEK
Student Advisor (BINUS @Alam Sutera),Bina Nusantara Group,Administrative & Clerical,Tangerang,"Business Analysis, Product Management, Communication Skills",-6.1761924,106.6382161,NON-IPTEK
System Engineer - Banking Industry,SIGMATECH,Enterprise Software & Systems,Jakarta,"Jenkins, Amazon Web Services (AWS), Prometheus, Azure, Grafana, Linux System Administration, Linux, Kubernetes, Google Cloud Platform (GCP)",-6.1754049,106.827168,IPTEK
eCommerce Specialist,Little Joy Indonesia,Sales & Business Development,Jakarta,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Content Marketing, Digital Marketing, Business Development, Marketing, Sales & Marketing, Project Management",-6.1754049,106.827168,NON-IPTEK
Product Owner - CRM Salesforce (3 Month Project - Onsite),SIGMATECH,Project & Product Management,Jakarta,"Product Research, Microsoft Dynamics CRM, Product Strategy, Salesforce, CRM, Product Management, Product Development",-6.1754049,106.827168,NON-IPTEK
Cobol Developer - Insurance Industry,SIGMATECH,Software Engineer,Jakarta,"Backend Development, Databases, IBM Websphere, IBM DB2",-6.1754049,106.827168,IPTEK
Business Analyst (Life400) - Insurance Industry,SIGMATECH,Project & Product Management,Jakarta,"Agile, Business Analysis, Agile Software Development, SDLC, Agile Project Management",-6.1754049,106.827168,NON-IPTEK
Programmer Software AG - Banking Industry,SIGMATECH,Software Engineer,Jakarta,"Software Architecture, RESTful Services, XML, APIs, JSON",-6.1754049,106.827168,IPTEK
Golang Developer - Multifinance Industry,SIGMATECH,Software Engineer,Jakarta,"MySQL, Amazon Web Services (AWS), Microsoft SQL Server, Web Services, RESTful Services, Golang, PostgreSQL, Object-oriented Programming (OOP), Design Patterns, RDBMS, Google Cloud Platform (GCP)",-6.1754049,106.827168,IPTEK
"Junior Back End Developer (Node Js, Nest Js)",SIGMATECH,Software Engineer,Jakarta,"MySQL, Databases, Microsoft SQL Server, SQL Server, Docker, PostgreSQL, APIs, Node.js",-6.1754049,106.827168,IPTEK
Social Media & Community Specialist [Boleh Belajar],Boleh Dicoba Digital,Media & Journalism,Bandung,"Community Management, Social Media Marketing, Client Relations, Digital Marketing, Relationship Building, Social Media Strategy, Social Media, Content Management, Communication Skills, Content Creation, Content Strategy, Communications, Marketing Communications",-6.9218457,107.6070833,NON-IPTEK
Community Officer (Influence ID) ,Playmakers,Community Management,Jakarta,"Business Development & Partnerships, Communication Skills, Marketing, Marketing Communications, Sales & Marketing, Project Management",-6.1754049,106.827168,NON-IPTEK
Business Supervisor EduTech (Tangerang),Cakap,Sales & Business Development,Tangerang,"Business Development & Partnerships, Travel, Sales Strategy & Management, Business Analysis, Digital Marketing, Business Development, Communication Skills, Marketing Communications, Sales & Marketing",-6.1761924,106.6382161,NON-IPTEK
Business Senior Associate EduTech (Tangerang),Cakap,Sales & Business Development,Tangerang,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Business Analysis, Business Development, CRM, Communication Skills, Sales & Marketing",-6.1761924,106.6382161,NON-IPTEK
Finance & Accounting,Cakap,"Finance, Legal & Accounting",Tangerang,"Corporate Finance, Accounting, Microsoft Excel",-6.1761924,106.6382161,NON-IPTEK
"Backend Developer (Node.js) - Can Join ASAP, WFO Jakarta area",SIGMATECH,Software Engineer,Jakarta,"Backend Development, REST, Amazon Web Services (AWS), RESTful Services, Node.js",-6.1754049,106.827168,IPTEK
Motion & Video Design,PT Allo Bank Indonesia Tbk,Graphic & Motion Design,Jakarta,"Graphic Design, Design, Photography, Design Management",-6.1754049,106.827168,IPTEK
L1 Monitoring Support,PT Tiga Daya Digital Indonesia,IT Engineer,Jakarta,"Problem Solving, Datadog, Grafana, Linux System Administration, Linux, Jira",-6.1754049,106.827168,IPTEK
Senior Tax Associate,Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Accounting, Financial Analysis, Financial Management",-6.1754049,106.827168,NON-IPTEK
Tax Officer,PT. ASLI Rancangan Indonesia,"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Attention to Detail, Accounting",-6.1754049,106.827168,NON-IPTEK
Mobile Developer (Flutter .Net),SIGMATECH,Mobile Development,Jakarta,"Flutter, .NET, Mobile Development",-6.1754049,106.827168,IPTEK
Fullstack Developer (Node.js and React.js) - WFO Jakarta Area,SIGMATECH,Software Engineer,Jakarta,"React.js, TypeScript, Node.js, Next.js",-6.1754049,106.827168,IPTEK
Senior QA Engineer,PT BIPO Service Indonesia,QA & Testing,Jakarta,"Debugging, QA, Microsoft SQL Server, SQL Server, SQL, Jira, Software Testing",-6.1754049,106.827168,IPTEK
Part Time - Examination Scheduling,Bina Nusantara Group,Administrative & Clerical,Bandung,"Microsoft Office, Microsoft Excel, Microsoft",-6.9218457,107.6070833,NON-IPTEK
Network Security Engineer (Paloalto),Graha Karya Informasi,Hardware & Embedded Systems,Jakarta,"Information Security, Networking, Network Security",-6.1754049,106.827168,IPTEK
Cloud Engineer,Graha Karya Informasi,DevOps & Cloud Management,Jakarta,"Amazon Web Services (AWS), Azure, Cloud Computing, Google Cloud Platform (GCP)",-6.1754049,106.827168,IPTEK
Data Center AS400,Graha Karya Informasi,Software Engineer,Jakarta,"VMware Server, IBM Websphere, IBM DB2",-6.1754049,106.827168,IPTEK
Network Security Engineer,PT Sinergy Informasi Pratama,IT Engineer,Jakarta,"Infrastructure, Security, Network Security",-6.1754049,106.827168,IPTEK
Sales & Marketing Manager,Cakap,Sales & Business Development,Tangerang,"Marketing Strategy, Sales Strategy & Management, Business Analysis, Digital Marketing, Business Development, Communication Skills, Marketing, Marketing Communications, Sales & Marketing",-6.1761924,106.6382161,NON-IPTEK
Performance Marketing Specialist,Little Joy Indonesia,Marketing & PR,Jakarta,"Marketing Strategy, Social Media Marketing, Digital Marketing, Marketing Management, Marketing, Marketing Communications",-6.1754049,106.827168,NON-IPTEK
Digital Marketing Specialist,Little Joy Indonesia,Media & Journalism,Jakarta,"Marketing Strategy, Content Marketing, Digital Marketing, Content Management, Content Creation, Content Strategy",-6.1754049,106.827168,NON-IPTEK
Graphic Designer Internship,Little Joy Indonesia,Graphic & Motion Design,Jakarta,"Adobe Illustrator, Graphic Design, Adobe After Effects, Canva, Figma",-6.1754049,106.827168,IPTEK
Human Resources Internship ,Little Joy Indonesia,Human Resources,Jakarta,"Presentation Skills, Recruiting, Public Speaking & Presentations, Communication Skills",-6.1754049,106.827168,NON-IPTEK
Business Development Intern,Little Joy Indonesia,Sales & Business Development,Jakarta,"Business Development & Partnerships, Business Operations, Community Management, Business Development, Online Marketing",-6.1754049,106.827168,NON-IPTEK
UAT Tester,Graha Karya Informasi,QA & Testing,Jakarta,"Penetration Testing, Unit Testing, Usability Testing, Software Testing, Functional Testing, Regression Testing",-6.1754049,106.827168,IPTEK
Growth Strategy,Seven Retail,Strategy & Consulting,Jakarta,"Marketing Strategy, Sales Strategy & Management, Business Analysis, Pricing Strategy, Business Development, CRM, Go to Market Strategy, Product Management, A/B Testing, Marketing, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
